"","TestId","TagId","Date","Time","No.Nodes","x.est","y.est","x.ci.lower","x.ci.upper","y.ci.lower","y.ci.upper","DateTime","UnixTime"
"217","344C7834 2021-08-04 16:33:00","344C7834","2021-08-04","16:33:00",3,411636.525035175,4261596.25097023,411562.135566743,411710.914503607,4261528.76856996,4261663.7333705,2021-08-04 10:33:00,1628094780
"218","344C7834 2021-08-04 16:34:00","344C7834","2021-08-04","16:34:00",4,411603.208353337,4261520.69447822,411391.029473708,411815.387232967,4261309.61318413,4261731.77577232,2021-08-04 10:34:00,1628094840
"219","344C7834 2021-08-04 16:35:00","344C7834","2021-08-04","16:35:00",4,411612.581782503,4261513.18061175,411413.640277532,411811.523287475,4261318.82524034,4261707.53598317,2021-08-04 10:35:00,1628094900
"220","344C7834 2021-08-04 16:36:00","344C7834","2021-08-04","16:36:00",4,411614.597176012,4261507.5867633,411422.736467667,411806.457884356,4261325.89431166,4261689.27921493,2021-08-04 10:36:00,1628094960
"221","344C7834 2021-08-04 16:37:00","344C7834","2021-08-04","16:37:00",4,411592.771841439,4261547.17025874,411347.484549945,411838.059132933,4261297.47048376,4261796.87003373,2021-08-04 10:37:00,1628095020
"222","344C7834 2021-08-04 16:38:00","344C7834","2021-08-04","16:38:00",7,411505.678064423,4261686.66194673,411318.941626192,411692.414502654,4261516.54298538,4261856.78090807,2021-08-04 10:38:00,1628095080
"223","344C7834 2021-08-04 16:39:00","344C7834","2021-08-04","16:39:00",7,411453.665019254,4261608.30689624,411279.202663706,411628.127374802,4261457.09787364,4261759.51591885,2021-08-04 10:39:00,1628095140
"224","344C7834 2021-08-04 16:40:00","344C7834","2021-08-04","16:40:00",5,411465.405817401,4261709.3783866,411227.628572075,411703.183062726,4261448.06598666,4261970.69078653,2021-08-04 10:40:00,1628095200
"225","344C7834 2021-08-04 16:41:00","344C7834","2021-08-04","16:41:00",6,411505.777543189,4261628.11109532,411290.511711927,411721.04337445,4261428.85686549,4261827.36532514,2021-08-04 10:41:00,1628095260
"226","344C7834 2021-08-04 16:42:00","344C7834","2021-08-04","16:42:00",6,411482.825468437,4261620.53342039,411272.27082346,411693.380113414,4261428.79098996,4261812.27585082,2021-08-04 10:42:00,1628095320
"227","344C7834 2021-08-04 16:43:00","344C7834","2021-08-04","16:43:00",7,411491.994241118,4261634.4742395,411279.22872752,411704.759754716,4261449.95573821,4261818.99274078,2021-08-04 10:43:00,1628095380
"228","344C7834 2021-08-04 16:44:00","344C7834","2021-08-04","16:44:00",7,411473.078272654,4261599.13622574,411283.082662511,411663.073882798,4261435.12026134,4261763.15219015,2021-08-04 10:44:00,1628095440
"229","344C7834 2021-08-04 16:45:00","344C7834","2021-08-04","16:45:00",6,411488.965777423,4261616.29911462,411272.767947895,411705.163606951,4261417.57099868,4261815.02723057,2021-08-04 10:45:00,1628095500
"230","344C7834 2021-08-04 16:46:00","344C7834","2021-08-04","16:46:00",6,411483.107796936,4261615.72632072,411302.592269989,411663.623323884,4261451.04477026,4261780.40787118,2021-08-04 10:46:00,1628095560
"231","344C7834 2021-08-04 16:47:00","344C7834","2021-08-04","16:47:00",7,411493.893095272,4261596.59390921,411296.001444534,411691.784746011,4261411.91508091,4261781.27273751,2021-08-04 10:47:00,1628095620
"232","344C7834 2021-08-04 16:48:00","344C7834","2021-08-04","16:48:00",4,411253.987839421,4261746.42559467,411043.091780711,411464.883898131,4261488.27789981,4262004.57328953,2021-08-04 10:48:00,1628095680
"233","344C7834 2021-08-04 16:49:00","344C7834","2021-08-04","16:49:00",6,411204.227487193,4261870.71414224,411028.78553322,411379.669441166,4261679.86951624,4262061.55876823,2021-08-04 10:49:00,1628095740
"234","344C7834 2021-08-04 16:50:00","344C7834","2021-08-04","16:50:00",4,411388.171989574,4261811.51662106,411088.895220809,411687.44875834,4261529.07081021,4262093.96243192,2021-08-04 10:50:00,1628095800
"235","344C7834 2021-08-04 16:51:00","344C7834","2021-08-04","16:51:00",4,411224.739970392,4261793.67453857,411108.559303972,411340.920636811,4261651.200128,4261936.14894915,2021-08-04 10:51:00,1628095860
"236","344C7834 2021-08-04 16:52:00","344C7834","2021-08-04","16:52:00",4,411223.4289521,4261796.09415813,411108.909936364,411337.947967836,4261657.19937356,4261934.98894271,2021-08-04 10:52:00,1628095920
"237","344C7834 2021-08-04 16:53:00","344C7834","2021-08-04","16:53:00",4,411231.408394071,4261789.05238302,411139.68999288,411323.126795262,4261673.06992009,4261905.03484594,2021-08-04 10:53:00,1628095980
"238","344C7834 2021-08-04 16:54:00","344C7834","2021-08-04","16:54:00",4,411220.663593518,4261788.3097844,411108.456827967,411332.870359069,4261648.89631468,4261927.72325412,2021-08-04 10:54:00,1628096040
"239","344C7834 2021-08-04 16:55:00","344C7834","2021-08-04","16:55:00",4,411218.493252637,4261789.8622691,411084.222018092,411352.764487181,4261624.67129435,4261955.05324384,2021-08-04 10:55:00,1628096100
"240","344C7834 2021-08-04 16:56:00","344C7834","2021-08-04","16:56:00",4,411214.454174258,4261793.30046495,411070.110623591,411358.797724924,4261618.91710571,4261967.68382419,2021-08-04 10:56:00,1628096160
"241","344C7834 2021-08-04 16:57:00","344C7834","2021-08-04","16:57:00",5,411336.104740122,4261737.92743093,411062.058908052,411610.150572192,4261428.04059699,4262047.81426486,2021-08-04 10:57:00,1628096220
"242","344C7834 2021-08-04 16:58:00","344C7834","2021-08-04","16:58:00",7,411197.786635222,4261726.60177252,411093.988455905,411301.58481454,4261613.41001902,4261839.79352602,2021-08-04 10:58:00,1628096280
"243","344C7834 2021-08-04 16:59:00","344C7834","2021-08-04","16:59:00",7,411161.346938533,4261780.43095887,411031.628074139,411291.065802928,4261666.27093725,4261894.59098049,2021-08-04 10:59:00,1628096340
"244","344C7834 2021-08-04 17:00:00","344C7834","2021-08-04","17:00:00",6,411193.690816813,4261826.63591913,411019.591660569,411367.789973057,4261649.34238304,4262003.92945523,2021-08-04 11:00:00,1628096400
"245","344C7834 2021-08-04 17:01:00","344C7834","2021-08-04","17:01:00",6,411252.950620047,4261811.31572745,411117.708050261,411388.193189832,4261698.22092217,4261924.41053274,2021-08-04 11:01:00,1628096460
"246","344C7834 2021-08-04 17:02:00","344C7834","2021-08-04","17:02:00",6,411203.547868453,4261781.71764166,411017.707378093,411389.388358813,4261587.36010642,4261976.07517689,2021-08-04 11:02:00,1628096520
"247","344C7834 2021-08-04 17:03:00","344C7834","2021-08-04","17:03:00",3,411285.998168801,4261820.35499554,409874.088147106,412697.908190497,4260452.37418146,4263188.33580963,2021-08-04 11:03:00,1628096580
"248","344C7834 2021-08-04 17:04:00","344C7834","2021-08-04","17:04:00",4,411267.254579925,4261755.75191004,410790.837365253,411743.671794597,4261359.78067166,4262151.72314841,2021-08-04 11:04:00,1628096640
"249","344C7834 2021-08-04 17:05:00","344C7834","2021-08-04","17:05:00",3,411196.346764026,4261807.10385765,404615.472712445,417777.220815607,4257854.31637713,4265759.89133816,2021-08-04 11:05:00,1628096700
"250","344C7834 2021-08-04 17:06:00","344C7834","2021-08-04","17:06:00",4,411305.851224636,4261806.48486672,410900.239539228,411711.462910044,4261447.87769883,4262165.09203461,2021-08-04 11:06:00,1628096760
"251","344C7834 2021-08-04 17:07:00","344C7834","2021-08-04","17:07:00",4,411272.786510136,4261820.89241016,410972.150508799,411573.422511472,4261583.09370582,4262058.6911145,2021-08-04 11:07:00,1628096820
"252","344C7834 2021-08-04 17:08:00","344C7834","2021-08-04","17:08:00",4,411368.985444733,4261767.2092158,410654.592389132,412083.378500334,4261016.4380533,4262517.9803783,2021-08-04 11:08:00,1628096880
"253","344C7834 2021-08-04 17:09:00","344C7834","2021-08-04","17:09:00",3,411236.196815072,4261843.93125463,400847.770645311,421624.622984834,4255728.71127579,4267959.15123347,2021-08-04 11:09:00,1628096940
"254","344C7834 2021-08-04 17:10:00","344C7834","2021-08-04","17:10:00",6,411225.471150462,4261884.25291858,411076.43033162,411374.511969304,4261679.9840425,4262088.52179466,2021-08-04 11:10:00,1628097000
"255","344C7834 2021-08-04 17:11:00","344C7834","2021-08-04","17:11:00",5,411224.176336122,4261909.54126254,411085.730194599,411362.622477644,4261762.07554667,4262057.00697841,2021-08-04 11:11:00,1628097060
"256","344C7834 2021-08-04 17:12:00","344C7834","2021-08-04","17:12:00",5,411170.264701958,4261975.36630862,410974.730495034,411365.798908883,4261800.40019163,4262150.33242561,2021-08-04 11:12:00,1628097120
"257","344C7834 2021-08-04 17:13:00","344C7834","2021-08-04","17:13:00",5,411153.496440648,4261993.31918186,411010.07240648,411296.920474817,4261871.25058113,4262115.38778259,2021-08-04 11:13:00,1628097180
"258","344C7834 2021-08-04 17:14:00","344C7834","2021-08-04","17:14:00",5,411157.345037913,4261991.33350128,411000.56456634,411314.125509486,4261857.92464976,4262124.74235279,2021-08-04 11:14:00,1628097240
"259","344C7834 2021-08-04 17:15:00","344C7834","2021-08-04","17:15:00",5,411157.426775962,4261972.75113726,410979.144849587,411335.708702338,4261813.67928497,4262131.82298955,2021-08-04 11:15:00,1628097300
"260","344C7834 2021-08-04 17:16:00","344C7834","2021-08-04","17:16:00",5,411151.37107645,4262000.19866436,411006.768942106,411295.973210793,4261877.48292745,4262122.91440126,2021-08-04 11:16:00,1628097360
"261","344C7834 2021-08-04 17:17:00","344C7834","2021-08-04","17:17:00",5,411163.294232893,4261994.65441899,411004.633456243,411321.955009544,4261861.08942287,4262128.2194151,2021-08-04 11:17:00,1628097420
"262","344C7834 2021-08-04 17:18:00","344C7834","2021-08-04","17:18:00",5,411177.541351555,4261993.59851933,411001.341262218,411353.741440892,4261825.1403826,4262162.05665607,2021-08-04 11:18:00,1628097480
"263","344C7834 2021-08-04 17:19:00","344C7834","2021-08-04","17:19:00",7,411133.732580481,4261904.79944344,411024.607536873,411242.857624089,4261777.24169516,4262032.35719172,2021-08-04 11:19:00,1628097540
"264","344C7834 2021-08-04 17:20:00","344C7834","2021-08-04","17:20:00",6,411150.484280458,4261940.25170953,411017.516877949,411283.451682967,4261799.7534399,4262080.74997917,2021-08-04 11:20:00,1628097600
"265","344C7834 2021-08-04 17:21:00","344C7834","2021-08-04","17:21:00",7,411204.273602866,4262060.4132888,411053.258096756,411355.289108976,4261889.2199395,4262231.60663809,2021-08-04 11:21:00,1628097660
"266","344C7834 2021-08-04 17:22:00","344C7834","2021-08-04","17:22:00",7,411194.827859978,4262062.93502056,411042.107948823,411347.547771132,4261894.67108361,4262231.19895751,2021-08-04 11:22:00,1628097720
"267","344C7834 2021-08-04 17:23:00","344C7834","2021-08-04","17:23:00",7,411208.118940751,4262029.7232104,411098.664335398,411317.573546103,4261917.62592882,4262141.82049198,2021-08-04 11:23:00,1628097780
"268","344C7834 2021-08-04 17:24:00","344C7834","2021-08-04","17:24:00",7,411189.487231799,4262046.44247317,411074.293438574,411304.681025025,4261926.25608642,4262166.62885993,2021-08-04 11:24:00,1628097840
"269","344C7834 2021-08-04 17:25:00","344C7834","2021-08-04","17:25:00",7,411120.449204687,4262077.24263154,410969.675878064,411271.222531309,4261912.5834067,4262241.90185639,2021-08-04 11:25:00,1628097900
"270","344C7834 2021-08-04 17:26:00","344C7834","2021-08-04","17:26:00",7,411144.499559184,4262074.76275976,410978.366593102,411310.632525266,4261900.98565001,4262248.53986952,2021-08-04 11:26:00,1628097960
"271","344C7834 2021-08-04 17:27:00","344C7834","2021-08-04","17:27:00",7,411147.990609552,4262075.08039435,410989.326304179,411306.654914926,4261911.81343103,4262238.34735767,2021-08-04 11:27:00,1628098020
"272","344C7834 2021-08-04 17:28:00","344C7834","2021-08-04","17:28:00",7,411150.731466951,4262073.17016133,411008.523746484,411292.939187418,4261926.78377304,4262219.55654963,2021-08-04 11:28:00,1628098080
"273","344C7834 2021-08-04 17:29:00","344C7834","2021-08-04","17:29:00",6,411155.449336672,4262029.57123364,411011.740176441,411299.158496903,4261878.29492322,4262180.84754407,2021-08-04 11:29:00,1628098140
"274","344C7834 2021-08-04 17:30:00","344C7834","2021-08-04","17:30:00",7,411146.61328006,4262084.31936446,410994.322242842,411298.904317279,4261935.0833804,4262233.55534852,2021-08-04 11:30:00,1628098200
"275","344C7834 2021-08-04 17:31:00","344C7834","2021-08-04","17:31:00",7,411183.040824926,4262086.97561632,411097.787056942,411268.294592909,4262013.42797539,4262160.52325725,2021-08-04 11:31:00,1628098260
"276","344C7834 2021-08-04 17:32:00","344C7834","2021-08-04","17:32:00",5,411205.023872353,4262005.09444447,410991.155561133,411418.892183573,4261805.76557685,4262204.42331209,2021-08-04 11:32:00,1628098320
"277","344C7834 2021-08-04 17:33:00","344C7834","2021-08-04","17:33:00",5,411175.095227614,4261853.6203699,410927.249255358,411422.941199869,4261578.6160471,4262128.6246927,2021-08-04 11:33:00,1628098380
"278","344C7834 2021-08-04 17:34:00","344C7834","2021-08-04","17:34:00",5,411181.630272527,4261821.40746346,410879.408036052,411483.852509002,4261530.70789576,4262112.10703117,2021-08-04 11:34:00,1628098440
"279","344C7834 2021-08-04 17:35:00","344C7834","2021-08-04","17:35:00",4,411139.324419108,4261890.66467023,410885.542426939,411393.106411276,4261556.88195877,4262224.44738169,2021-08-04 11:35:00,1628098500
"280","344C7834 2021-08-04 17:36:00","344C7834","2021-08-04","17:36:00",4,411134.901767577,4261898.72418298,410864.864104429,411404.939430725,4261539.9463144,4262257.50205156,2021-08-04 11:36:00,1628098560
"281","344C7834 2021-08-04 17:37:00","344C7834","2021-08-04","17:37:00",4,411186.056777275,4261925.23631477,411076.723010443,411295.390544107,4261785.23381354,4262065.238816,2021-08-04 11:37:00,1628098620
"282","344C7834 2021-08-04 17:38:00","344C7834","2021-08-04","17:38:00",4,411138.897668581,4261904.20520105,410876.008517358,411401.786819804,4261555.98335544,4262252.42704666,2021-08-04 11:38:00,1628098680
"283","344C7834 2021-08-04 17:39:00","344C7834","2021-08-04","17:39:00",4,411192.702075915,4261965.22935426,410940.20844663,411445.1957052,4261772.67400524,4262157.78470328,2021-08-04 11:39:00,1628098740
"284","344C7834 2021-08-04 17:40:00","344C7834","2021-08-04","17:40:00",5,411179.520594473,4261949.62212465,411101.883775733,411257.157413214,4261881.79876088,4262017.44548842,2021-08-04 11:40:00,1628098800
"285","344C7834 2021-08-04 17:41:00","344C7834","2021-08-04","17:41:00",7,411191.639225864,4262048.41925657,411049.398170471,411333.880281257,4261894.1478029,4262202.69071023,2021-08-04 11:41:00,1628098860
"286","344C7834 2021-08-04 17:42:00","344C7834","2021-08-04","17:42:00",7,411120.919942669,4262061.42287401,411012.879115768,411228.96076957,4261939.22722421,4262183.61852381,2021-08-04 11:42:00,1628098920
"287","344C7834 2021-08-04 17:43:00","344C7834","2021-08-04","17:43:00",5,411070.494616095,4262007.93779753,410981.362332883,411159.626899307,4261939.85556481,4262076.02003025,2021-08-04 11:43:00,1628098980
"288","344C7834 2021-08-04 17:44:00","344C7834","2021-08-04","17:44:00",5,411137.875104404,4262051.14873799,411107.261693693,411168.488515116,4262018.3538616,4262083.94361438,2021-08-04 11:44:00,1628099040
"289","344C7834 2021-08-04 17:45:00","344C7834","2021-08-04","17:45:00",6,411138.88886646,4262065.61487805,410985.781675517,411291.996057403,4261919.14301748,4262212.08673863,2021-08-04 11:45:00,1628099100
"290","344C7834 2021-08-04 17:46:00","344C7834","2021-08-04","17:46:00",5,411091.216782279,4262180.1133323,410863.638507066,411318.795057492,4261938.44211698,4262421.78454762,2021-08-04 11:46:00,1628099160
"291","344C7834 2021-08-04 17:47:00","344C7834","2021-08-04","17:47:00",5,411096.546236629,4262181.32805134,410874.686833577,411318.405639681,4261942.82447268,4262419.83163,2021-08-04 11:47:00,1628099220
"292","344C7834 2021-08-04 17:48:00","344C7834","2021-08-04","17:48:00",4,411075.926709559,4262170.3338909,410667.498358841,411484.355060278,4261792.87948682,4262547.78829497,2021-08-04 11:48:00,1628099280
"293","344C7834 2021-08-04 17:49:00","344C7834","2021-08-04","17:49:00",5,411116.331906997,4262184.73246958,410925.198283088,411307.465530907,4261966.27426348,4262403.19067568,2021-08-04 11:49:00,1628099340
"294","344C7834 2021-08-04 17:50:00","344C7834","2021-08-04","17:50:00",5,411102.390824446,4262214.04884139,410845.813037166,411358.968611725,4261903.89423573,4262524.20344704,2021-08-04 11:50:00,1628099400
"295","344C7834 2021-08-04 17:51:00","344C7834","2021-08-04","17:51:00",5,411084.520323249,4262198.99427553,410841.355615508,411327.68503099,4261945.18060829,4262452.80794277,2021-08-04 11:51:00,1628099460
"296","344C7834 2021-08-04 17:52:00","344C7834","2021-08-04","17:52:00",7,411201.375331713,4262112.79899084,411081.930191608,411320.820471819,4262006.53995028,4262219.0580314,2021-08-04 11:52:00,1628099520
"297","344C7834 2021-08-04 17:53:00","344C7834","2021-08-04","17:53:00",7,411203.695417011,4262135.64861734,411061.590075678,411345.800758344,4262011.98743212,4262259.30980255,2021-08-04 11:53:00,1628099580
"298","344C7834 2021-08-04 17:54:00","344C7834","2021-08-04","17:54:00",5,411106.356942796,4262194.0000499,410886.51887914,411326.195006453,4261944.67272963,4262443.32737018,2021-08-04 11:54:00,1628099640
"299","344C7834 2021-08-04 17:55:00","344C7834","2021-08-04","17:55:00",5,411099.298804565,4262193.95807495,410986.140590866,411212.457018264,4262069.37790026,4262318.53824964,2021-08-04 11:55:00,1628099700
"300","344C7834 2021-08-04 17:56:00","344C7834","2021-08-04","17:56:00",5,411034.889895039,4262201.75248914,410875.198116241,411194.581673838,4262009.70762095,4262393.79735733,2021-08-04 11:56:00,1628099760
"301","344C7834 2021-08-04 17:57:00","344C7834","2021-08-04","17:57:00",5,410978.019788425,4262208.31867882,410890.14893666,411065.89064019,4262084.63865164,4262331.998706,2021-08-04 11:57:00,1628099820
"302","344C7834 2021-08-04 17:58:00","344C7834","2021-08-04","17:58:00",5,410982.066560879,4262211.23317509,410895.79868042,411068.334441338,4262088.85342704,4262333.61292315,2021-08-04 11:58:00,1628099880
"303","344C7834 2021-08-04 17:59:00","344C7834","2021-08-04","17:59:00",5,410987.084470782,4262204.12458472,410896.681709436,411077.487232128,4262080.58998248,4262327.65918696,2021-08-04 11:59:00,1628099940
"304","344C7834 2021-08-04 18:00:00","344C7834","2021-08-04","18:00:00",3,410963.762186707,4262207.52476869,410316.239593038,411611.284780375,4261453.71082326,4262961.33871412,2021-08-04 12:00:00,1628100000
"305","344C7834 2021-08-04 18:01:00","344C7834","2021-08-04","18:01:00",5,410966.725258979,4262239.34249831,410826.250844152,411107.199673805,4262020.57483004,4262458.11016657,2021-08-04 12:01:00,1628100060
"306","344C7834 2021-08-04 18:02:00","344C7834","2021-08-04","18:02:00",4,410979.068931417,4262188.28683545,410685.313498232,411272.824364602,4261824.84750406,4262551.72616685,2021-08-04 12:02:00,1628100120
"307","344C7834 2021-08-04 18:03:00","344C7834","2021-08-04","18:03:00",5,410991.065930078,4262258.71100716,410765.095118889,411217.036741267,4261924.269403,4262593.15261132,2021-08-04 12:03:00,1628100180
"308","344C7834 2021-08-04 18:04:00","344C7834","2021-08-04","18:04:00",5,410999.399489549,4262253.30421652,410816.441684161,411182.357294937,4261980.34596975,4262526.26246329,2021-08-04 12:04:00,1628100240
"309","344C7834 2021-08-04 18:05:00","344C7834","2021-08-04","18:05:00",5,411076.775267836,4261942.60135168,410784.623094303,411368.927441368,4261706.52909751,4262178.67360584,2021-08-04 12:05:00,1628100300
"310","344C7834 2021-08-04 18:06:00","344C7834","2021-08-04","18:06:00",5,411048.738596335,4262046.49265612,410919.292378724,411178.184813945,4261925.43343625,4262167.55187599,2021-08-04 12:06:00,1628100360
"311","344C7834 2021-08-04 18:07:00","344C7834","2021-08-04","18:07:00",7,411056.98796148,4262010.55500791,410976.81024233,411137.165680629,4261928.25534575,4262092.85467006,2021-08-04 12:07:00,1628100420
"312","344C7834 2021-08-04 18:08:00","344C7834","2021-08-04","18:08:00",5,411025.035391035,4262018.6153306,410845.386572434,411204.684209636,4261841.07125199,4262196.15940922,2021-08-04 12:08:00,1628100480
"313","344C7834 2021-08-04 18:09:00","344C7834","2021-08-04","18:09:00",5,411053.013380843,4262008.43862752,410935.804817289,411170.221944397,4261886.94375574,4262129.9334993,2021-08-04 12:09:00,1628100540
"314","344C7834 2021-08-04 18:10:00","344C7834","2021-08-04","18:10:00",5,411029.674268345,4262018.63728548,410907.358600837,411151.989935852,4261859.42126006,4262177.85331091,2021-08-04 12:10:00,1628100600
"315","344C7834 2021-08-04 18:11:00","344C7834","2021-08-04","18:11:00",6,410969.090236232,4262028.0929538,410790.541930695,411147.63854177,4261854.6365623,4262201.54934531,2021-08-04 12:11:00,1628100660
"316","344C7834 2021-08-04 18:12:00","344C7834","2021-08-04","18:12:00",7,410970.225610294,4261926.69276601,410776.461830443,411163.989390145,4261735.32302824,4262118.06250378,2021-08-04 12:12:00,1628100720
"317","344C7834 2021-08-04 18:13:00","344C7834","2021-08-04","18:13:00",7,410923.083466348,4261912.16606127,410741.189986662,411104.976946033,4261709.58833492,4262114.74378761,2021-08-04 12:13:00,1628100780
"318","344C7834 2021-08-04 18:14:00","344C7834","2021-08-04","18:14:00",7,410890.101967905,4261901.12897871,410705.959363219,411074.244572591,4261700.4859787,4262101.77197872,2021-08-04 12:14:00,1628100840
"319","344C7834 2021-08-04 18:15:00","344C7834","2021-08-04","18:15:00",7,410898.488917191,4261900.34598353,410723.005465518,411073.972368865,4261707.22631055,4262093.46565652,2021-08-04 12:15:00,1628100900
"320","344C7834 2021-08-04 18:16:00","344C7834","2021-08-04","18:16:00",7,410912.077788805,4261887.7954427,410754.60029245,411069.55528516,4261721.78131053,4262053.80957487,2021-08-04 12:16:00,1628100960
"321","344C7834 2021-08-04 18:17:00","344C7834","2021-08-04","18:17:00",7,410901.489798691,4261924.52582013,410736.671951402,411066.30764598,4261757.88672051,4262091.16491975,2021-08-04 12:17:00,1628101020
"322","344C7834 2021-08-04 18:18:00","344C7834","2021-08-04","18:18:00",5,410989.522489862,4261814.80754536,410842.139754718,411136.905225006,4261689.58399727,4261940.03109344,2021-08-04 12:18:00,1628101080
"323","344C7834 2021-08-04 18:19:00","344C7834","2021-08-04","18:19:00",5,410996.064050489,4261841.14943814,410824.778378588,411167.349722389,4261682.23150541,4262000.06737088,2021-08-04 12:19:00,1628101140
"324","344C7834 2021-08-04 18:20:00","344C7834","2021-08-04","18:20:00",6,411024.97191315,4261921.1551567,410842.497180011,411207.446646289,4261698.32711624,4262143.98319716,2021-08-04 12:20:00,1628101200
